author,quote,quote_words,quote_compound,quote_positive,quote_negative,tags,tags_words
Sam Harris,"Consider it: every person you have ever met, every person will suffer the loss of his friends and family. All are going to lose everything they love in this world. Why would one want to be anything but kind to them in the meantime?",Consider every person ever met every person suffer loss friends family going lose everything love world would one want anything kind meantime,0.5423,0.338,0.239,['inspirational'],inspirational
Haruki Murakami,"As we go through life we gradually discover who we are, but the more we discover, the more we lose ourselves.",go life gradually discover discover lose,-0.4019,0.0,0.351,"['inspirational', 'life']","inspirational,life"
Robert Browning,"Ah, but a man's reach should exceed his grasp",Ah man's reach exceed grasp,0.0258,0.216,0.0,"['aspiration', 'heaven', 'inspirational']","aspiration,heaven,inspirational"
Rumi,"Anyone who knows me, should learn to know me again",Anyone knows learn know,0.0,0.0,0.0,"['change', 'inspirational', 'self-awareness']","change,inspirational,self-awareness"
Helen Keller,We could never learn to be brave and patient if there were only joy in the world,could never learn brave patient joy world,0.2556,0.328,0.24,"['adversity', 'inspirational', 'personal-growth']","adversity,inspirational,personal-growth"
Aristotle,It is during our darkest moments that we must focus to see the light.,darkest moments must focus see light,-0.4939,0.0,0.39,['inspirational'],inspirational
J.K. Rowling,"I am what I am, an’ I’m not ashamed. 'Never be ashamed,’ my ol’ dad used ter say, ‘there’s some who’ll hold it against you, but they’re not worth botherin’ with.",an’ I’m ashamed 'Never ashamed’ ol’ dad used ter say ‘there’s who’ll hold they’re worth botherin’,-0.296,0.1,0.163,"['hagrid', 'inspirational']","hagrid,inspirational"
Antoine De Saint-Exupéry,No one is ever satisfied where he is.,one ever satisfied,0.4215,0.583,0.0,['inspirational'],inspirational
Sun Tzu,"There are not more than five musical notes, yet the combinations of these five give rise to more melodies than can ever be heard",five musical notes yet combinations five give rise melodies ever heard,0.0,0.0,0.0,"['colors', 'creativity', 'diversity', 'idic', 'innovation', 'inspirational', 'invention', 'music', 'problem-solving']","colors,creativity,diversity,idic,innovation,inspirational,invention,music,problem-solving"
Rumi,Give up to grace. The ocean takes care of each wave 'til it gets to shore. You need more help than you know.,Give grace ocean takes care wave 'til gets shore need help know,0.8271,0.492,0.0,['inspirational'],inspirational
Virginia Woolf,"The beauty of the world...has two edges, one of laughter, one of anguish, cutting the heart asunder.",beauty worldhas two edges one laughter one anguish cutting heart asunder,0.3818,0.361,0.278,"['beauty', 'inspirational']","beauty,inspirational"
Douglas Coupland,"We are all of us born with a letter inside us, and that only if we are true to ourselves, may we be allowed to read it before we die.",us born letter inside us true may allowed read die,-0.2732,0.19,0.265,"['destiny', 'fate', 'inspirational', 'strength']","destiny,fate,inspirational,strength"
Henry Scott Holland,"Death is nothing at all. It does not count. I have only slipped away into the next room. Nothing has happened. Everything remains exactly as it was. I am I, and you are you, and the old life that we lived so fondly together is untouched, unchanged. Whatever we were to each other, that we are still. Call me by the old familiar name. Speak of me in the easy way which you always used. Put no difference into your tone. Wear no forced air of solemnity or sorrow. Laugh as we always laughed at the little jokes that we enjoyed together. Play, smile, think of me, pray for me. Let my name be ever the household word that it always was. Let it be spoken without an effort, without the ghost of a shadow upon it. Life means all that it ever meant. It is the same as it ever was. There is absolute and unbroken continuity. What is this death but a negligible accident? Why should I be out of mind because I am out of sight? I am but waiting for you, for an interval, somewhere very near, just round the corner. All is well. Nothing is hurt; nothing is lost. One brief moment and all will be as it was before. How we shall laugh at the trouble of parting when we meet again!",Death nothing count slipped away next room Nothing happened Everything remains exactly old life lived fondly together untouched unchanged Whatever still Call old familiar name Speak easy way always used Put difference tone Wear forced air solemnity sorrow Laugh always laughed little jokes enjoyed together Play smile think pray Let name ever household word always Let spoken without effort without ghost shadow upon Life means ever meant ever absolute unbroken continuity death negligible accident mind sight waiting interval somewhere near round corner well Nothing hurt nothing lost One brief moment shall laugh trouble parting meet,0.7416,0.248,0.193,"['death-and-dying', 'inspirational']","death-and-dying,inspirational"
Carl Sagan,"Look again at that dot. That's here. That's home. That's us. On it everyone you love, everyone you know, everyone you ever heard of, every human being who ever was, lived out their lives. The aggregate of our joy and suffering, thousands of confident religions, ideologies, and economic doctrines, every hunter and forager, every hero and coward, every creator and destroyer of civilization, every king and peasant, every young couple in love, every mother and father, hopeful child, inventor and explorer, every teacher of morals, every corrupt politician, every ""superstar,"" every ""supreme leader,"" every saint and sinner in the history of our species lived there--on a mote of dust suspended in a sunbeam.","Look dot That's That's home That's us everyone love everyone know everyone ever heard every human ever lived lives aggregate joy suffering thousands confident religions ideologies economic doctrines every hunter forager every hero coward every creator destroyer civilization every king peasant every young couple love every mother father hopeful child inventor explorer every teacher morals every corrupt politician every ""superstar"" every ""supreme leader"" every saint sinner history species lived thereon mote dust suspended sunbeam",0.9403,0.256,0.121,"['astronomy', 'inspirational', 'science', 'space-travel']","astronomy,inspirational,science,space-travel"
Maya Angelou,"Living well is an art that can be developed: a love of life and ability to take great pleasure from small offerings and assurance that the world owes you nothing and that every gift is exactly that, a gift. ",Living well art developed love life ability take great pleasure small offerings assurance world owes nothing every gift exactly gift ,0.9324,0.528,0.135,"['inspirational', 'philosophy']","inspirational,philosophy"
Stan Lee,With great power comes great responsibility.,great power comes great responsibility,0.8481,0.732,0.0,"['comics', 'inspirational', 'marvel', 'marvel-comics', 'stan-lee']","comics,inspirational,marvel,marvel-comics,stan-lee"
Randy Pausch,"When you're screwing up and nobody says anything to you anymore, that means they've given up on you.",screwing nobody says anything anymore means they've given,-0.2263,0.0,0.213,['inspirational'],inspirational
Albert Einstein,God is subtle but he is not malicious.,God subtle malicious,0.2732,0.512,0.0,['inspirational'],inspirational
C. Joybell C.,"I don't know why people are afraid of lust. Then I can imagine that they are very afraid of me, for I have a great lust for everything. A lust for life, a lust for how the summer-heated street feels beneath my feet, a lust for the touch of another's skin on my skin...a lust for everything. I even lust after cake. Yes, I am very lusty and very scary.",know people afraid lust imagine afraid great lust everything lust life lust summerheated street feels beneath feet lust touch another's skin skina lust everything even lust cake Yes lusty scary,0.5574,0.184,0.086,"['human-nature', 'humanism', 'humor', 'humor-fear', 'inspiration', 'inspirational', 'inspirational-life', 'inspirational-quotes', 'inspiring', 'life', 'life-and-living', 'living', 'loving-life', 'lust', 'lust-for-life', 'lustful', 'lusty', 'passion', 'passion-for-life', 'passion-for-living', 'passionate-living', 'passions']","human-nature,humanism,humor,humor-fear,inspiration,inspirational,inspirational-life,inspirational-quotes,inspiring,life,life-and-living,living,loving-life,lust,lust-for-life,lustful,lusty,passion,passion-for-life,passion-for-living,passionate-living,passions"
Sigmund Freud,"No, our science is no illusion. But an illusion it would be to suppose that what science cannot give us we can get elsewhere.",science illusion illusion would suppose science cannot give us get elsewhere,0.0,0.0,0.0,"['future', 'gains', 'hope', 'illusion', 'inspirational', 'knowledge', 'progress', 'science', 'understanding']","future,gains,hope,illusion,inspirational,knowledge,progress,science,understanding"
Joseph R. Cooke,Grace is the face that love wears when it meets imperfection.,Grace face love wears meets imperfection,0.7906,0.636,0.0,['inspirational'],inspirational
